   7306.56982422   24566.24023438   21315.83789062   15031.95605469    1081.11523438   16995.25362993       910030
  23692.81640625   15116.82519531    3143.65917969    7502.44726562     857.55926514    5398.85924790       289088
  27091.94921875    7560.37548828    4062.92138672    5182.07421875     758.02838135    4372.26771572       234118
  15555.54199219   29385.13085938   25987.98632812    3398.99462891     658.63757324    4319.13595459       231273
  21059.03906250    5319.11572266   31055.37695312    3526.34277344     666.77215576    3785.53993389       202701
  17402.49414062     303.91296387   29284.85742188    1807.84313965     533.62438965    1084.95242973        58095
  23911.47070312    4831.90380859    5745.87011719    3005.81958008     632.20330811    2387.49296101       127841
  32061.77343750   30249.60351562   12126.40429688    2769.23852539     615.13580322    3338.13128669       178744
  21363.27343750   20011.04296875   15641.31738281    2763.50512695     614.71228027    3462.82751482       185421
   3626.15454102   18742.77539062   13210.43945312    2400.82714844     586.56158447    2122.89865815       113673
   9724.28613281    8815.54492188    2120.37084961    2628.14526367     604.50360107    2858.65682794       153070
    197.49238586   30171.80859375   19243.95507812    2365.60522461     583.66784668     934.22257242        50024
   1076.77551270    5866.61181641   26866.01171875    1900.54833984     542.62158203    1746.43818688        93515
  21737.32617188    2126.52124023   14716.60253906    2029.95080566     554.66619873    2148.40937368       115039
    717.00823975   20901.55664062    6040.20800781    1590.44189453     511.32128906    1537.27273007        82315
   4972.36718750   22204.67382812   16553.27734375    1509.95043945     502.53900146    1336.02567985        71539
   1025.56787109   16147.65429688   12111.20996094    1365.99987793     486.04772949    1139.13001814        60996
  30985.83398438   33807.43359375    7441.34130859    1397.69213867     489.77572632    1366.95228668        73195
  16387.63281250   21220.89648438   21889.09960938    1417.67492676     492.08795166    1152.55769345        61715
  23851.07031250   25539.01953125    5199.92187500    1246.06591797     471.37911987    1603.96289492        85886
  15079.98242188    4839.17919922   33016.92187500    1193.15820312     464.61065674    1086.22236286        58163
  29951.79492188   19607.11132812    4920.08691406    1173.81042480     462.07183838     906.04126222        48515
  26460.32226562    3882.23730469    6229.33398438    1291.78344727     477.08435059     885.19941849        47399
   7397.03271484   20217.34570312   22050.97656250     947.14599609     430.18554688     566.80103696        30350
  16974.95312500   20869.34375000   14884.80566406     811.74871826     408.63137817     609.88538597        32657
  31180.74218750   23851.55859375   32098.96875000     867.43902588     417.78143311    1632.42433743        87410
   1618.75866699    4407.40429688   34323.46484375     688.45318604     386.79418945     517.19894292        27694
   7948.68847656   25527.75195312   28818.69726562     654.35174561     380.31042480     675.39899512        36165
  25183.20117188    6002.19335938   33900.76171875     645.20074463     378.51257324     587.28804644        31447
  29246.43945312   21285.68164062     349.25585938     556.60424805     360.32492065     412.31740672        22078
  24914.52929688   15208.37792969   34012.23828125     667.08837891     382.76055908     746.29114458        39961
   3203.43066406   17348.81054688   12102.18261719     435.69912720     332.09573364     301.14223134        16125
  10513.64257812   18195.89257812    4292.30468750     623.20098877     374.16622925     784.20238363        41991
  25061.17187500   24858.06835938    9612.77050781     602.63928223     370.01815796     483.65776788        25898
  34193.43750000   14502.15722656   11292.08300781     550.47863770     358.99752808     619.26048055        33159
  19744.01171875    3096.19677734   26037.83203125     442.77713013     333.86834717     418.34958910        22401
  16314.46679688    3628.64453125   31932.09570312     285.32409668     288.37817383     307.75335381        16479
   6091.46191406    6901.13769531   31244.23632812     538.97454834     356.48251343     507.63709347        27182
  27221.44140625     268.87307739    9851.58398438     521.90515137     352.69247437     417.92005289        22378
   9107.91406250   24979.83593750   17660.83007812     494.48956299     346.40707397     243.54702877        13041
  34935.95703125    5245.40820312   21484.75585938     420.75872803     328.25595093     655.65900513        35108
  22546.94726562    7678.76904297   27733.87890625     429.46151733     330.50207520     379.09371497        20299
  19691.96093750   20476.03125000   19338.69921875     338.82937622     305.37969971     356.68313031        19099
   8135.01562500   14328.93457031   25120.16601562     246.12425232     274.53076172     309.09798889        16551
  14438.96875000    8213.46582031     829.41345215     421.00149536     328.30169678     371.15663290        19874
  16715.91015625   32481.13671875   27751.10546875     405.29541016     324.17071533     651.28894112        34874
   7918.87158203    6778.74316406   32100.90429688     446.71765137     334.87658691     431.51580758        23106
  11666.12011719   18088.43554688    2918.08959961     386.84405518     319.18664551     330.14526298        17678
   8205.52929688   28214.99218750   19046.57226562     408.50759888     325.02209473     128.69278240         6891
     76.75577545   10546.08886719     206.47373962     422.02865601     328.57543945     200.25724940        10723
  24223.91015625   20637.07031250    4163.25830078     359.46578979     311.45718384     255.27523474        13669
   3823.61108398   20116.92382812   14696.52929688     250.21417236     276.04296875     198.25897227        10616
  33658.99218750   29342.58789062   21694.10156250     343.96511841     306.92321777     633.88338704        33942
  34031.39843750    7643.70947266   26918.05078125     428.90124512     330.34606934     555.68912207        29755
  19231.52539062   28077.93750000   25239.16796875     303.49533081     294.38305664     278.35813693        14905
  20667.40625000     471.99356079   15790.54101562     397.33966064     322.04544067     212.80717681        11395
  30309.34570312   12515.96191406    7550.79394531     333.82434082     303.87936401     334.55267796        17914
  31155.31054688   26551.15820312   23206.58593750     344.88021851     307.19039917     573.56156334        30712
  32295.22460938   17543.75195312    9819.74023438     355.61862183     310.34350586     412.26138026        22075
  31919.91015625   18566.34570312     161.45849609     380.64376831     317.46661377     153.06429321         8196
   8065.26611328    4537.58349609   32929.98437500     339.80047607     305.68890381     438.40706236        23475
   8736.53613281   20585.05078125   11928.81152344     283.92343140     287.90478516     280.69257284        15030
  23722.63281250   26703.07031250   23038.00781250     346.09411621     307.55355835     452.99261788        24256
  25693.66992188   32864.36328125   15368.56542969     203.37605286     257.61413574     367.68299228        19688
   9359.17968750   29051.34960938   20311.13671875     321.06896973     299.94863892     146.86403146         7864
  31469.11718750   12971.32519531    9168.04882812     294.86727905     291.56875610     341.98552187        18312
  33589.60156250   10410.99804688   11107.98144531     310.23718262     296.53778076     379.39252277        20315
   3611.90234375    1945.93518066   24783.65429688     221.80876160     265.16543579     334.30989663        17901
   1772.66467285   19278.87109375    6739.03417969     268.49746704     282.60311890     147.79780582         7914
  13356.87109375   30561.82812500   21438.57226562     173.25250244     244.21112061     156.96747004         8405
  24777.09765625   19443.96093750    3573.40527344     273.59588623     284.37402344     183.05712568         9802
  15421.81445312    1357.00891113   20150.95117188     255.05113220     277.79907227     319.33215588        17099
  32410.96679688   18306.26757812    4721.00146484     157.45303345     236.53948975     147.57369997         7902
  29517.99023438   10688.32617188   30404.77148438     291.24423218     290.36340332     431.79593989        23121
   7504.97460938   25827.14453125   28025.30859375     252.45523071     276.86624146     147.49899802         7898
   9559.19628906    3414.75634766   15609.36230469     282.44805908     287.41967773     560.52607326        30014
  12553.00878906   16130.11914062   29269.70898438     222.57446289     265.47161865     324.43056389        17372
  23542.95507812   13399.22558594   14247.58203125     274.24954224     284.60314941     338.90406648        18147
  22028.83593750    9559.11230469   20841.58007812     186.56811523     250.30145264     335.09426709        17943
  28049.45507812   12066.89746094    3439.62304688     259.68264771     279.47235107     210.45406542        11269
  32531.31640625    6085.32910156   29567.42187500     246.42304993     274.63088989     375.07848522        20084
  14901.45898438   28331.17578125   25716.61914062     228.83074951     267.92626953     117.89835079         6313
  20769.55664062   26827.27343750   23937.78515625     238.07510376     271.49255371     208.13830501        11145
  15081.18359375   21341.56054688   21933.96093750     183.35592651     248.85946655     155.43608009         8323
  14190.27734375    4184.86230469   34934.59765625     250.60636902     276.17874146      76.51347112         4097
   7889.05517578    8591.31250000    2253.62133789     183.52401733     248.93524170     138.27330734         7404
  17537.81835938   26641.00195312   24260.06250000     221.65936279     265.11346436     190.22851277        10186
   7673.83496094    7898.99316406   12114.24707031     205.97195435     258.70162964     450.13526833        24103
  16592.35351562   23761.52343750   34022.80468750     214.95486450     262.41357422     285.24939172        15274
   1082.15258789    7069.46386719   20367.29101562     166.02508545     240.76600647     221.50995385        11861
   1385.25500488   19776.90625000    6427.06982422     224.81552124     266.35781860      68.93122331         3691
   2838.15478516    6240.47705078   24633.61328125     246.46040344     274.64764404     216.37419487        11586
   5686.30029297   28562.83203125   22652.85937500     242.81867981     273.28698730     166.51064401         8916
   2351.70776367   18589.77148438    8159.27783203     213.49816895     261.81594849     164.99792954         8835
  11552.66796875   23608.21679688   21917.48632812     229.83921814     268.33050537     126.48907490         6773
   3223.75000000   22824.08398438   32352.63671875     201.45248413     256.79113770     235.32981439        12601
  22254.86523438    1635.77429199   13581.10351562     198.55778503     255.56561279      68.63241551         3675
   7348.49560547   25470.74218750   25642.66015625     100.45544434     203.63032532     102.26696799         5476
  23883.97460938   23399.74218750    4946.03857422     208.45579529     259.74276733     202.21817556        10828
   9731.51074219   10223.43164062    2833.21508789     201.99406433     257.03152466     111.13782441         5951
   9425.15722656   19598.66406250   11146.92871094     187.93142700     250.91435242     226.72041479        12140
  10208.68457031   19631.22460938   25352.59570312     199.88374329     256.12902832     151.71965813         8124
  28815.33789062   26679.72851562   22970.25195312     197.38122559     255.05178833     367.55226387        19681
   1489.96899414   26299.69335938   23700.02734375     202.27420044     257.13861084     183.67341676         9835
  22416.10742188   26549.08203125   23124.83789062     177.56652832     246.21980286     155.24932522         8313
   8768.20898438   14581.97167969   25843.03906250     200.74281311     256.49188232     184.88732342         9900
  31666.47851562   16184.60742188    3311.11499023     195.94320679     254.42248535     234.39604003        12551
  24479.34375000   25377.41210938   10876.74316406     160.10494995     237.86141968     110.83901662         5935
  14108.46679688   17053.68945312    6677.14453125     153.30706787     234.45307922     204.34718110        10942
  34281.61328125   30471.82031250   16813.74023438     182.14202881     248.31007385     212.63909743        11386
  28492.22656250   11170.70117188   30183.15234375     193.49671936     253.37283325     152.35462470         8158
  29624.69921875   34609.36718750    7778.81591797     149.83343506     232.66372681      91.43518540         4896
  11687.75878906   22477.26367188   21292.16992188     163.35449219     239.47001648     136.68589092         7319
  20263.40625000    4609.25000000   32388.16406250     180.61064148     247.61425781      65.53228464         3509
   4640.25683594    9176.23535156   21846.83789062     169.89089966     242.60989380     279.75879848        14980
  11233.15332031   18112.65039062    3216.98730469     186.71751404     250.37925720      58.47295047         3131
  27432.86132812   11357.19433594    3879.89428711     176.44599915     245.69508362     129.47715286         6933
  27121.61523438    9385.73632812    5256.56152344     149.45993042     232.46218872      59.46275129         3184
  17872.55273438    4389.85449219    8131.26855469     163.85871887     239.71626282     205.44903485        11001
   8452.05078125   33620.13671875   22210.95507812     177.43580627     246.14962769     128.73013337         6893
   5342.82226562   30534.66796875   23135.84765625     173.43925476     244.29756165     182.27275521         9760
  12190.57324219   28254.85742188   25770.81054688     175.77368164     245.38960266     129.14099409         6915
  25058.10742188   23690.44140625    8845.21289062     158.72296143     237.18496704     105.14299302         5630
  31893.48437500   18177.07226562    3520.62011719     172.54283142     243.86206055      86.65426068         4640
   3124.03857422   26387.25976562   23647.24414062     131.73689270     222.89340210      97.16855998         5203
  20630.81835938   26203.25000000   23359.82812500     152.22389221     233.89753723     113.43490934         6074
  14400.52929688   20360.34765625   11193.32714844     170.65660095     242.97152710     236.41299265        12659
  22688.89453125   15703.90820312   16733.89648438     159.09648132     237.36239624     129.42112640         6930
  13661.88378906   21391.15820312   13603.64062500     167.85528564     241.64282227     149.45992418         8003
  12095.99023438   22449.41406250   16319.25488281     164.08282471     239.81005859     169.36799355         9069
  31281.42773438   31131.49609375   11059.83203125     128.33795166     220.96557617     102.54710030         5491
  20513.05859375   12020.17382812    2366.48364258     115.41451263     213.28619385      73.50671768         3936
  11526.11914062   22545.72851562   18186.00585938     125.92881012     219.57485962     108.69133559         5820
  15194.20996094    1044.27062988   20952.80664062     153.43780518     234.50883484     107.55213087         5759
  21017.94140625   15616.91308594    2732.90405273     159.09648132     237.35401917     104.22789414         5581
  30978.57421875   12171.54589844    1999.70617676     143.83860779     229.52006531     144.13741032         7718
  24819.17968750   13988.75878906    2842.34008789     146.06098938     230.68879700      36.71600786         1966
  34492.31250000   20996.11718750    3336.79321289     153.00827026     234.29847717     168.71435150         9034
  22079.62890625    2615.93579102   17228.90234375     139.76734924     227.32707214     100.75425352         5395
  31371.43750000   32194.08007812   14525.89160156      94.36723328     199.44052124      70.08910352         3753
   6755.32177734    1956.76538086   24809.36132812     144.10005188     229.66334534     264.10874019        14142
  18085.14453125   30116.80273438   12557.40917969     139.71131897     227.30212402     261.00860931        13976
   7837.98974609   34835.59375000   24052.22656250     127.16139221     220.27992249      75.82247809         4060
  24435.64062500   16216.29199219   33432.30468750     141.89634705     228.48019409      82.07876631         4395
  21207.36914062   25087.70117188   22447.29687500     102.52842712     205.02897644      86.31810191         4622
   6289.76269531   22694.33398438   18291.92578125     148.82495117     232.13244629     102.15491506         5470
   6867.19238281   33369.32421875   22675.85351562     131.36337280     222.68017578     121.82020310         6523
  26027.11523438   20576.43164062     660.06195068     133.04417419     223.62695312     117.63689396         6299
   4440.01220703   34487.88281250   23742.20703125     137.75039673     226.24031067     177.06229428         9481
  20021.77343750   16052.45410156    6956.44335938     139.05767822     226.93858337      80.62207831         4317
  28230.95312500   19722.02148438    4707.20361328     125.70470428     219.44027710     116.98325191         6264
  19826.57812500   21592.46484375   26722.54492188     134.89305115     224.66296387     203.05857248        10873
  20943.54687500   19110.26953125   18625.55078125     128.95423889     221.31018066      80.67810477         4320
  18111.66992188    5658.26660156   25424.31054688     115.65729523     213.42448425     127.46020024         6825
  22820.49023438   26837.15820312   15707.39160156     129.88801575     221.84234619     180.21845162         9650
  20924.59375000   18354.99414062   22818.30273438     118.88815308     215.40353394     205.69181618        11014
  12201.13476562   20360.93945312   23613.06445312     118.10378265     214.91375732     106.28219774         5691
  13558.97851562     772.81231689   14617.75585938     132.70800781     223.43345642     128.46867655         6879
  34872.98437500   34429.81250000    5989.42626953     122.77265167     217.71748352      58.41692401         3128
  25399.34179688   30903.80078125    5544.58251953     125.64868164     219.40205383     177.73461182         9517
  26536.80468750   12132.02929688    3319.82568359      82.88181305     190.99160767      88.95134560         4763
  11763.78808594    7401.11816406     884.47308350     119.33636475     215.66712952     124.49079777         6666
  25193.95312500    9571.66894531   23971.57031250     118.79477692     215.33572388     174.27964669         9332
  11741.40722656   17584.80859375   27084.06250000     124.52815247     218.75627136     138.19860539         7400
  17902.93945312    4598.36035156   31534.93945312     124.17331696     218.53569031     104.28392061         5584
   7260.69433594   22731.93945312     604.47058105     118.94417572     215.43289185     170.73130412         9142
  10704.21093750   27792.14062500   24862.99023438     116.18020630     213.75498962     115.45186196         6182
   1541.82641602    4628.34326172   17384.38867188     110.80166626     210.40225220     192.39486929        10302
  33884.13281250   30343.07226562   14875.80078125      92.08882904     197.81398010     104.45199999         5593
  15361.33593750   16985.09570312    3900.04028320     113.88311768     212.33663940     137.65701626         7371
   9500.49902344   13028.55468750    4069.90185547      98.34511566     202.19673157     114.83557088         6149
  24213.61523438   26496.10351562   22922.13085938     106.28219604     207.50106812      37.76183515         2022
  23846.98242188    7981.68359375   15644.97460938     100.08193970     203.38073730     131.40072804         7036
  25532.70312500    6738.85937500    2597.65771484     115.56391144     213.36904907      67.19440300         3598
  25041.04101562   13615.51464844    3287.35766602     117.78630066     214.72337341      70.12645449         3755
  11962.23535156    7189.11572266   29042.35351562      76.17731476     185.69763184     124.22934095         6652
  19462.72656250   15929.71777344    2565.28906250     114.10722351     212.46549988     105.64723117         5657
  15764.14062500   25141.53515625   31977.70117188     113.39756012     212.02220154     157.00482101         8407
  23875.26562500   19450.93750000   11620.20703125     106.61835480     207.72175598     103.42484819         5538
   5363.65283203   12405.20703125   23708.31640625      57.14699173     168.72523499     130.18682137         6971
  11403.70410156   19912.21484375    1841.04235840     111.90351868     211.09820557     109.00881887         5837
  19834.85546875   29524.89062500   18105.39453125      99.80180359     203.19569397     132.67066117         7104
  29448.14062500   28442.00781250   11036.71484375      77.29784393     186.60209656      86.80366457         4648
   1426.01953125   20130.35546875   27768.25000000     106.09544373     207.37512207     102.64047773         5496
   2195.68066406    5533.28906250    1516.90600586      99.48432159     202.97294617     140.25290898         7510
  29857.59570312   32222.75195312    6294.50244141     108.74736023     209.08169556      74.32843911         3980
  34837.16796875   26441.66210938   26344.28710938      99.83915710     203.21116638     128.37529911         6874
  21144.80078125   25518.21484375   22051.70703125     105.08696747     206.71510315      85.92591667         4601
  31818.29296875    6498.22998047   13144.90722656      78.23161316     187.34330750     170.89938350         9151
  28775.97070312     292.14749146    7557.17968750      49.19123459     160.50080872      84.41320221         4520
  27010.67382812   21100.10156250    6155.10498047      99.89517975     203.25126648     130.33622527         6979
  26769.39257812    6807.62890625    2284.10400391      99.87650299     203.24023438      58.13679170         3113
  33964.86328125    6026.31396484   28517.63671875      87.88684082     194.75846863     131.43807902         7038
  11371.82324219   25686.03125000   23010.75390625     102.50975037     205.00904846      91.97677453         4925
   1551.15698242    5699.93115234   25158.14453125      98.51319885     202.31915283      69.34208403         3713
  20815.58984375    4484.48242188     207.28213501      83.83425903     191.71371460      69.65956731         3730
  24602.29101562   26174.00781250     899.00445557      86.33677673     193.60426331      84.97346683         4550
  32080.07226562   10861.20507812   34850.49609375      88.76458740     195.40028381      67.32513141         3605
    636.38409424   22995.71875000   32205.95898438      99.96988678     203.30458069      91.97677453         4925
  10314.11230469   10687.61718750   29729.91992188      85.25360107     192.79516602     149.17979187         7988
  32347.01171875   34683.05859375    8218.32031250      96.42153931     200.86486816      30.64647452         1641
  19181.86914062   23180.28515625    1692.47033691     101.03438568     204.01861572     135.60271267         7261
   6528.63330078   23096.18164062   18835.25195312      97.11253357     201.34324646      57.52050062         3080
  18105.13671875   30630.31250000   15668.65625000     101.23981476     204.16534424     123.27689110         6601
  18176.82031250   34428.48828125   28418.13476562      64.69188690     175.85110474     267.33959948        14315
   5532.10400391     278.82962036   24089.17187500      87.36392975     194.36723328      71.34036116         3820
  33581.36328125   10649.17089844   33257.64062500      94.16180420     199.29278564     166.88415375         8936
  23703.35742188   12585.87011719   15841.37109375      97.37399292     201.52609253      77.31651707         4140
   2315.26464844   26061.61718750   23926.17382812      92.23822784     197.92681885      77.09241122         4128
  33251.56640625   11381.58691406     980.65093994      74.90737915     184.65933228     130.95251635         7012
   4943.22509766   19266.24218750   22728.81640625      92.57438660     198.16456604      59.21996996         3171
   8870.35253906   24756.40625000   22813.28710938      93.11598206     198.55415344      25.49204005         1365
  29689.02734375   12869.49218750    6357.55078125      92.98525238     198.45057678      85.73916180         4591
  21815.81835938   22603.89648438   30803.77734375      84.13307190     191.95095825     158.70429035         8498
  34578.44921875    3823.30517578   20756.52734375      35.96898651     144.60308838      48.78037260         2612
  31977.72070312   32147.97070312   15044.73437500      80.22989655     188.93104553      67.19440300         3598
  26739.63671875    9849.87988281    5701.33007812      84.33850098     192.10830688      50.81600071         2721
   2373.24121094   27598.78906250   19886.94335938      90.37068176     196.58032227      70.78009654         3790
   2623.16430664   13202.24511719   11968.38281250      82.58300781     190.76586914      95.50644162         5114
  25528.59570312   24485.22070312    8619.32519531      78.13823700     187.27389526      43.21507741         2314
   2160.98632812    1002.69897461    3957.97045898      75.05678558     184.78334045     198.46440263        10627
   8190.31884766   24244.72460938   18336.29101562      81.10764313     189.61439514      59.66818165         3195
  26554.51953125   15765.60839844   32297.76171875      77.20446777     186.53279114      67.64261469         3622
  20891.29687500   34959.00000000   15340.88085938      63.88884354     175.11975098      88.52180940         4740
  23271.50390625    3295.46679688   19004.60546875      82.52697754     190.71218872      78.47439728         4202
   7946.56591797   14829.40039062    3676.75439453      83.47943115     191.44271851      81.25704487         4351
  26158.15234375    5878.37011719    4632.12841797      66.59678650     177.56454468      56.62407723         3032
  23256.89843750    6541.41650391   16802.28906250      71.13493347     181.50686646      69.71559377         3733
  34148.73046875   16730.28906250   11093.35546875      81.20101929     189.69523621      90.96829822         4871
  25237.88085938    9529.74609375   26537.27929688      76.36406708     185.84555054      58.24884462         3119
   7666.48828125    9963.70507812    4377.16162109      63.12314606     174.41462708      74.42181655         3985
    783.90142822   28542.84179688   21538.03125000      56.73612976     168.31828308      60.02301591         3214
  12015.11621094   11288.62207031   34434.67187500      77.65267944     186.88777161      87.66273699         4694
  31689.89257812   18231.90039062    8296.32128906      69.97705078     180.50721741      61.03149222         3268
  18253.31445312   20161.84375000   13624.92968750      82.35890198     190.58857727      89.34353083         4784
   8075.47167969   27529.02148438   21347.21289062      53.67335129     165.23442078      27.84515144         1491
  11710.78125000   30010.21289062   29285.21289062      81.08896637     189.60342407      84.33850026         4516
   2455.53247070   10669.49414062    1212.12060547      74.70195007     184.48910522      99.72710173         5340
  23380.71875000   16715.15234375    7701.31005859      77.76473236     186.97262573      69.17400464         3704
   2385.83886719   18695.05468750   13865.53222656      79.40817261     188.28459167      25.79084784         1381
  23190.33398438   14666.49023438   14202.80273438      75.37426758     185.03553772      75.71042517         4054
  18154.51562500   22380.62695312   23754.95703125      68.18420410     178.96261597      64.67321222         3463
   7525.54492188   21861.85351562    1984.14929199      76.23333740     185.74084473     117.17000678         6274
    951.11730957    5805.10009766   23135.17968750      74.17903900     184.05165100      80.56605184         4314
  24036.46484375    3261.85571289   18905.94921875      49.93825150     161.31713867      42.48673341         2275
  30733.80859375   33262.49218750    8333.72656250      66.26062775     177.25608826      27.32223780         1463
  26648.49414062    6108.67871094   33687.51953125      72.33016205     182.51255798      58.79043375         3148
  21694.75000000    5133.05273438      22.97183228      72.42353821     182.59660339      49.77017343         2665
   7636.44287109   26158.19921875   27562.56835938      56.81083298     168.39302063      26.63124477         1426
  19866.38671875    2315.15551758   17893.20312500      70.57466888     181.03198242      74.23506168         3975
  29696.36328125   34479.81250000   22514.96093750      73.35731506     183.37937927     126.17159162         6756
  30687.99023438   16483.67968750    7864.06738281      67.15705109     178.06130981      68.66976649         3677
  30925.33593750   13382.67382812    2875.42016602      64.37440491     175.56427002      68.96857428         3693
  21362.64648438   18316.57812500   19924.51757812      68.31493378     179.06994629      67.13837654         3595
  23248.28906250   17984.90820312    8721.23046875      73.35731506     183.37365723      66.80221777         3577
   4584.53466797   22524.17773438   17926.58789062      71.99400330     182.22918701      39.81613874         2132
  24771.69531250   26308.69140625   21278.95703125      68.65109253     179.36756897      81.59320364         4369
