7306.57 24566.2 21315.8 15032 1081.12
23692.8 15116.8 3143.66 7502.45 857.559
27091.9 7560.38 4062.92 5182.07 758.028
15555.5 29385.1 25988 3398.99 658.638
21059 5319.12 31055.4 3526.34 666.772
17402.5 303.913 29284.9 1807.84 533.624
23911.5 4831.9 5745.87 3005.82 632.203
32061.8 30249.6 12126.4 2769.24 615.136
21363.3 20011 15641.3 2763.51 614.712
3626.15 18742.8 13210.4 2400.83 586.562
9724.29 8815.54 2120.37 2628.15 604.504
197.492 30171.8 19244 2365.61 583.668
1076.78 5866.61 26866 1900.55 542.622
21737.3 2126.52 14716.6 2029.95 554.666
717.008 20901.6 6040.21 1590.44 511.321
4972.37 22204.7 16553.3 1509.95 502.539
1025.57 16147.7 12111.2 1366 486.048
30985.8 33807.4 7441.34 1397.69 489.776
16387.6 21220.9 21889.1 1417.67 492.088
23851.1 25539 5199.92 1246.07 471.379
15080 4839.18 33016.9 1193.16 464.611
29951.8 19607.1 4920.09 1173.81 462.072
26460.3 3882.24 6229.33 1291.78 477.084
7397.03 20217.3 22051 947.146 430.186
16975 20869.3 14884.8 811.749 408.631
31180.7 23851.6 32099 867.439 417.781
1618.76 4407.4 34323.5 688.453 386.794
7948.69 25527.8 28818.7 654.352 380.31
25183.2 6002.19 33900.8 645.201 378.513
29246.4 21285.7 349.256 556.604 360.325
24914.5 15208.4 34012.2 667.088 382.761
3203.43 17348.8 12102.2 435.699 332.096
10513.6 18195.9 4292.3 623.201 374.166
25061.2 24858.1 9612.77 602.639 370.018
34193.4 14502.2 11292.1 550.479 358.998
19744 3096.2 26037.8 442.777 333.868
16314.5 3628.64 31932.1 285.324 288.378
6091.46 6901.14 31244.2 538.975 356.483
27221.4 268.873 9851.58 521.905 352.692
9107.91 24979.8 17660.8 494.49 346.407
34936 5245.41 21484.8 420.759 328.256
22546.9 7678.77 27733.9 429.462 330.502
19692 20476 19338.7 338.829 305.38
8135.02 14328.9 25120.2 246.124 274.531
14439 8213.47 829.413 421.001 328.302
16715.9 32481.1 27751.1 405.295 324.171
7918.87 6778.74 32100.9 446.718 334.877
11666.1 18088.4 2918.09 386.844 319.187
8205.53 28215 19046.6 408.508 325.022
76.7558 10546.1 206.474 422.029 328.575
24223.9 20637.1 4163.26 359.466 311.457
3823.61 20116.9 14696.5 250.214 276.043
33659 29342.6 21694.1 343.965 306.923
34031.4 7643.71 26918.1 428.901 330.346
19231.5 28077.9 25239.2 303.495 294.383
20667.4 471.994 15790.5 397.34 322.045
30309.3 12516 7550.79 333.824 303.879
31155.3 26551.2 23206.6 344.88 307.19
32295.2 17543.8 9819.74 355.619 310.344
31919.9 18566.3 161.458 380.644 317.467
8065.27 4537.58 32930 339.8 305.689
8736.54 20585.1 11928.8 283.923 287.905
23722.6 26703.1 23038 346.094 307.554
25693.7 32864.4 15368.6 203.376 257.614
9359.18 29051.3 20311.1 321.069 299.949
31469.1 12971.3 9168.05 294.867 291.569
33589.6 10411 11108 310.237 296.538
3611.9 1945.94 24783.7 221.809 265.165
1772.66 19278.9 6739.03 268.497 282.603
13356.9 30561.8 21438.6 173.253 244.211
24777.1 19444 3573.41 273.596 284.374
15421.8 1357.01 20151 255.051 277.799
32411 18306.3 4721 157.453 236.539
29518 10688.3 30404.8 291.244 290.363
7504.97 25827.1 28025.3 252.455 276.866
9559.2 3414.76 15609.4 282.448 287.42
12553 16130.1 29269.7 222.574 265.472
23543 13399.2 14247.6 274.25 284.603
22028.8 9559.11 20841.6 186.568 250.301
28049.5 12066.9 3439.62 259.683 279.472
32531.3 6085.33 29567.4 246.423 274.631
14901.5 28331.2 25716.6 228.831 267.926
20769.6 26827.3 23937.8 238.075 271.493
15081.2 21341.6 21934 183.356 248.859
14190.3 4184.86 34934.6 250.606 276.179
7889.06 8591.31 2253.62 183.524 248.935
17537.8 26641 24260.1 221.659 265.113
7673.83 7898.99 12114.2 205.972 258.702
16592.4 23761.5 34022.8 214.955 262.414
1082.15 7069.46 20367.3 166.025 240.766
1385.26 19776.9 6427.07 224.816 266.358
2838.15 6240.48 24633.6 246.46 274.648
5686.3 28562.8 22652.9 242.819 273.287
2351.71 18589.8 8159.28 213.498 261.816
11552.7 23608.2 21917.5 229.839 268.331
3223.75 22824.1 32352.6 201.452 256.791
22254.9 1635.77 13581.1 198.558 255.566
7348.5 25470.7 25642.7 100.455 203.63
23884 23399.7 4946.04 208.456 259.743
9731.51 10223.4 2833.22 201.994 257.032
9425.16 19598.7 11146.9 187.931 250.914
10208.7 19631.2 25352.6 199.884 256.129
28815.3 26679.7 22970.3 197.381 255.052
1489.97 26299.7 23700 202.274 257.139
22416.1 26549.1 23124.8 177.567 246.22
8768.21 14582 25843 200.743 256.492
31666.5 16184.6 3311.11 195.943 254.422
24479.3 25377.4 10876.7 160.105 237.861
14108.5 17053.7 6677.14 153.307 234.453
34281.6 30471.8 16813.7 182.142 248.31
28492.2 11170.7 30183.2 193.497 253.373
29624.7 34609.4 7778.82 149.833 232.664
11687.8 22477.3 21292.2 163.354 239.47
20263.4 4609.25 32388.2 180.611 247.614
4640.26 9176.24 21846.8 169.891 242.61
11233.2 18112.7 3216.99 186.718 250.379
27432.9 11357.2 3879.89 176.446 245.695
27121.6 9385.74 5256.56 149.46 232.462
17872.6 4389.85 8131.27 163.859 239.716
8452.05 33620.1 22211 177.436 246.15
5342.82 30534.7 23135.8 173.439 244.298
12190.6 28254.9 25770.8 175.774 245.39
25058.1 23690.4 8845.21 158.723 237.185
31893.5 18177.1 3520.62 172.543 243.862
3124.04 26387.3 23647.2 131.737 222.893
20630.8 26203.2 23359.8 152.224 233.898
14400.5 20360.3 11193.3 170.657 242.972
22688.9 15703.9 16733.9 159.096 237.362
13661.9 21391.2 13603.6 167.855 241.643
12096 22449.4 16319.3 164.083 239.81
31281.4 31131.5 11059.8 128.338 220.966
20513.1 12020.2 2366.48 115.415 213.286
11526.1 22545.7 18186 125.929 219.575
15194.2 1044.27 20952.8 153.438 234.509
21017.9 15616.9 2732.9 159.096 237.354
30978.6 12171.5 1999.71 143.839 229.52
24819.2 13988.8 2842.34 146.061 230.689
34492.3 20996.1 3336.79 153.008 234.298
22079.6 2615.94 17228.9 139.767 227.327
31371.4 32194.1 14525.9 94.3672 199.441
6755.32 1956.77 24809.4 144.1 229.663
18085.1 30116.8 12557.4 139.711 227.302
7837.99 34835.6 24052.2 127.161 220.28
24435.6 16216.3 33432.3 141.896 228.48
21207.4 25087.7 22447.3 102.528 205.029
6289.76 22694.3 18291.9 148.825 232.132
6867.19 33369.3 22675.9 131.363 222.68
26027.1 20576.4 660.062 133.044 223.627
4440.01 34487.9 23742.2 137.75 226.24
20021.8 16052.5 6956.44 139.058 226.939
28231 19722 4707.2 125.705 219.44
19826.6 21592.5 26722.5 134.893 224.663
20943.5 19110.3 18625.6 128.954 221.31
18111.7 5658.27 25424.3 115.657 213.424
22820.5 26837.2 15707.4 129.888 221.842
20924.6 18355 22818.3 118.888 215.404
12201.1 20360.9 23613.1 118.104 214.914
13559 772.812 14617.8 132.708 223.433
34873 34429.8 5989.43 122.773 217.717
25399.3 30903.8 5544.58 125.649 219.402
26536.8 12132 3319.83 82.8818 190.992
11763.8 7401.12 884.473 119.336 215.667
25194 9571.67 23971.6 118.795 215.336
11741.4 17584.8 27084.1 124.528 218.756
17902.9 4598.36 31534.9 124.173 218.536
7260.69 22731.9 604.471 118.944 215.433
10704.2 27792.1 24863 116.18 213.755
1541.83 4628.34 17384.4 110.802 210.402
33884.1 30343.1 14875.8 92.0888 197.814
15361.3 16985.1 3900.04 113.883 212.337
9500.5 13028.6 4069.9 98.3451 202.197
24213.6 26496.1 22922.1 106.282 207.501
23847 7981.68 15645 100.082 203.381
25532.7 6738.86 2597.66 115.564 213.369
25041 13615.5 3287.36 117.786 214.723
11962.2 7189.12 29042.4 76.1773 185.698
19462.7 15929.7 2565.29 114.107 212.465
15764.1 25141.5 31977.7 113.398 212.022
23875.3 19450.9 11620.2 106.618 207.722
5363.65 12405.2 23708.3 57.147 168.725
11403.7 19912.2 1841.04 111.904 211.098
19834.9 29524.9 18105.4 99.8018 203.196
29448.1 28442 11036.7 77.2978 186.602
1426.02 20130.4 27768.2 106.095 207.375
2195.68 5533.29 1516.91 99.4843 202.973
29857.6 32222.8 6294.5 108.747 209.082
34837.2 26441.7 26344.3 99.8392 203.211
21144.8 25518.2 22051.7 105.087 206.715
31818.3 6498.23 13144.9 78.2316 187.343
28776 292.147 7557.18 49.1912 160.501
27010.7 21100.1 6155.1 99.8952 203.251
26769.4 6807.63 2284.1 99.8765 203.24
33964.9 6026.31 28517.6 87.8868 194.758
11371.8 25686 23010.8 102.51 205.009
1551.16 5699.93 25158.1 98.5132 202.319
20815.6 4484.48 207.282 83.8343 191.714
24602.3 26174 899.004 86.3368 193.604
32080.1 10861.2 34850.5 88.7646 195.4
636.384 22995.7 32206 99.9699 203.305
10314.1 10687.6 29729.9 85.2536 192.795
32347 34683.1 8218.32 96.4215 200.865
19181.9 23180.3 1692.47 101.034 204.019
6528.63 23096.2 18835.3 97.1125 201.343
18105.1 30630.3 15668.7 101.24 204.165
18176.8 34428.5 28418.1 64.6919 175.851
5532.1 278.83 24089.2 87.3639 194.367
33581.4 10649.2 33257.6 94.1618 199.293
23703.4 12585.9 15841.4 97.374 201.526
2315.26 26061.6 23926.2 92.2382 197.927
33251.6 11381.6 980.651 74.9074 184.659
4943.23 19266.2 22728.8 92.5744 198.165
8870.35 24756.4 22813.3 93.116 198.554
29689 12869.5 6357.55 92.9853 198.451
21815.8 22603.9 30803.8 84.1331 191.951
34578.4 3823.31 20756.5 35.969 144.603
31977.7 32148 15044.7 80.2299 188.931
26739.6 9849.88 5701.33 84.3385 192.108
2373.24 27598.8 19886.9 90.3707 196.58
2623.16 13202.2 11968.4 82.583 190.766
25528.6 24485.2 8619.33 78.1382 187.274
2160.99 1002.7 3957.97 75.0568 184.783
8190.32 24244.7 18336.3 81.1076 189.614
26554.5 15765.6 32297.8 77.2045 186.533
20891.3 34959 15340.9 63.8888 175.12
23271.5 3295.47 19004.6 82.527 190.712
7946.57 14829.4 3676.75 83.4794 191.443
26158.2 5878.37 4632.13 66.5968 177.565
23256.9 6541.42 16802.3 71.1349 181.507
34148.7 16730.3 11093.4 81.201 189.695
25237.9 9529.75 26537.3 76.3641 185.846
